listing_id,source,address,suburb,state,postcode,council_area,region,distance_to_cbd_km,lat,lon,property_type,bedrooms,bathrooms,car_spaces,toilets,land_size,building_area,year_built,has_pool,has_garage,sale_price,price_raw_aud,sale_date,sale_method,days_on_market,inspection_note,agent_name,agency_name,agent_phone,rba_cash_rate_pct,market_sentiment,market_context,suburb_median_price,auction_clearance_rate_pct,weekly_rent_aud,property_count_suburb
AU-000065,realestate.com.au,26 Smith Cres,Geelong,Vic,3220,GREATER GEELONG,Regional VIC,75.0,-38.111238,145.444973,House/Cottage,4,,1,3.0,674.0,249.0,1915.0,0,,$588k,None,09/01/2021,Private Sale,,,Noel Jones,Noel Jones,,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,596000.0,72.0,330.0,9069.0
AU-006471,realestate.com.au,156 High Court,ipswich,Q'land,4305,Ipswich,South-East QLD,40.0,-33.728115,150.949339,HOUSE,4,1,1,2.0,0.0299 ha,,,,Yes,"$426,000",,2022/09/03,PI,unknown,,Fletchers,Fletchers,02 3559 1681,2.35,Distressed,,,42.0,340.0,2055.0
AU-010649,domain.com.au,197 Smith St,Camberwell,victoria,3124,Boroondara,Inner East,9.5,-37.690712,144.90985,house ,5 bed,1,2 car,1.0,1046.0 sqm,319.0,,false,yes,"$1,968,000",1968000,31 Dec 2023,Private Sale,,By appointment,Woodards,Woodards,03 6604 4950,4.35,Cautious,Year closes +8.1% nationally; below 2021 but well above 2022 trough,1640000.0,,,12147.0
AU-005982, REA,65 Brown Parade,parramatta,New South Wales,2150,Parramatta,Western Sydney,23.0,-33.753649,150.937666,unit,5,1,2 car,2.0,,453.0,1958.0,0,Yes,"Offers Over $600,000",604000,2022-07-23,A,50,,Century 21,Century 21,02 7294 3901,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,,,,4539.0
AU-007359,Domain ,28 Railway Parade,Paddington ,Queensland,,Brisbane,Brisbane Inner,3.5,,151.2587,house ,5,2 bath,0,2.0,425.0,300.0,1965.0,false,No,$1204k,1204000,28 January 2023,Private Sale,35,,Barry Plant,Barry Plant,02 6331 1679,3.1,Cautious,Surprise: prices stabilise; population surge; supply still constrained,,,1140.0,1782.0
AU-005893,Domain,171 High St,Epping,victoria,3801,Whittlesea,Northern Metropolitan,22.0,-38.305104,145.284899,House,,1,,1.0,1769,93.0,2014.0,yes,True,"$871,000",871000,23 July 2022,PS,53,Inspect Sat/Sun,Woodards,Woodards,,1.35,Falling,,628000.0,,,
AU-001444,Domain,134 Brown Parade,South Yarra,Vic,3141,Stonnington,Inner South,3.5,,,villa,6,3 bath,3,3.0,1128.0,,1988.0,,1,"$1,290,000",1290000,26 Apr 2021,Auction,32,Inspect Sat/Sun,Ray White,Ray White,03 3075 1364,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,1537000.0,77.0,770.0,7725.0
AU-002160,Agent Website,45 Oak Place,Footscray,vic,3011,Maribyrnong,Western Metropolitan,6.0,,144.790611,HOUSE,6,1,1,2.0,866,214.0,,,,"$1,073,000",1073000,28 Jun 2021,private sale,16,,Kay & Burton,Kay & Burton,,0.1,Strong,Victoria snap lockdown (June); clearance dips briefly; national momentum holds,817000.0,,,1353.0
AU-005090,Agent Website,70 Victoria Parade,toowoomba,,4350,Toowoomba,Regional QLD,130.0,-33.922639,151.369026,house,4.0,2,0,,1343,,,No,no,"$358,000",358000,22/04/22,S,31,Open Saturday,Kay & Burton,kay & burton,,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,440000.0,65.9,250.0,14433.0
AU-002926,Domain,7 Station Pl,Doncaster,vic,3108,,Eastern Metropolitan,14.5,-37.750975,145.41784,house ,05,TBC,2,1.0,477.0,,,no,1,"Offers Over $1,200,000",1204000,26/09/21,Private Sale,31,By private appointment - lockdown restrictions apply,Marshall White,Marshall White,03 2129 7907,0.1,Recovering,,,,1130.0,
AU-006500,realestate.com.au,73 Main Pde,fitzroy,Vic,3065,Yarra,Inner Melbourne,2.5,,,townhouse,6,2,2,2.0,1793,,2014.0,yes,Y,"$1,073,000",1073000,2022-09-21,Passed In,52,,KAY & BURTON,,,2.35,Distressed,RBA hikes 50bp to 2.35%; affordability at historic lows; sentiment very negative,1133000.0,,1010.0,7307.0
AU-001021,REA,199 Victoria Dr,Prahran,vic.,3181,Stonnington,Inner South,4.5,-37.845483,145.29565,unit duplex,6,1,,,1352,223.0,,Yes,Y,"$702,000",,27 Mar 2021,EOI,39,By appointment,LJ Hooker,LJ Hooker,03 3759 5234,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,1127000.0,76.0,,8928.0
AU-007919,realestate.com.au,70 Brown Pde,Ipswich,QLD.,4305,Ipswich,South-East QLD,40.0,-33.856363,151.46042,APT,3,3,1,3.0,693,,1934.0,false,True,"$202,000",202000,2023/03/06,Passed In,32,By appointment,McGrath,McGrath,02 3526 4407,3.6,Recovering,Prices tick up nationally; migration at record highs; rental crisis deepens,439000.0,62.1,,8772.0
AU-006043,Domain ,91 Station Ave,Frankston,victoria,3199,Frankston,Southern Metropolitan,40.0,-37.608025,144.625813,house ,4,3,1 car,3.0,,,,no,,"$388,000",388000,20/08/22,AUC,29,,Barry Plant,Barry Plant,03 1608 5908,1.85,Distressed,RBA hikes 50bp to 1.85%; borrowing capacity down 25%; forced sales rising,580000.0,44.0,360.0,5217.0
AU-000970,Agent Website,104 Park Ave,Frankston,Victoria,3199,Frankston,Southern Metropolitan,40.0,-37.82059,144.629015,Hse,,1,0,2.0,1363,307.0,1975.0,0,no,$630k,630000,2021/03/07,S,29,Inspect Sat/Sun,JELLIS CRAIG,Jellis Craig,03 9629 5426,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,590000.0,76.0,560.0,6424.0
AU-007171,Agent Website,116 Queen Pl,,Victoria,,Stonnington,,4.5,,144.612046,house ,NA,1,,1.0,173,234.0,1909.0,false,Y,"$881,000",881000,12/12/22,,46,Inspect Sat/Sun,Stockdale & Leggo,Stockdale & Leggo,03 1400 5547,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,1037000.0,52.0,,
AU-009477,REA,108 Smith St,bendigo,V.I.C,3550,Greater Bendigo,Regional VIC,150.0,,145.04034,t,4,2,unknown,3.0,1548.0 sqm,,,no,Yes,306000,306000,2023-08-21,Private Sale,41,,First National,First National,03 2135 1594,4.1,Resilient,Affordability stress growing; first-home buyers retreating,394000.0,,,
AU-004379,Agent Website,158 High Pl,Sunnybank,Queensland,4109,Brisbane,Brisbane Outer,14.0,-33.573561,,u,2,1,0,1.0,394.0,,1984.0,False,0,290000,290000,21/01/22,PS,34,,Ray White,Ray White,02 4808 9401,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,808000.0,,,
AU-007805,domain.com.au,62 Victoria Dr,Bendigo,Vic,3550,Greater Bendigo,,150.0,-37.659091,145.004276,Hse,4,1,3,2.0,0.0819 ha,414.0,1932.0,false,Yes,"$481,000.00",Unknown,,A,38,By appointment,LJ Hooker,LJ Hooker,,3.6,Recovering,Prices tick up nationally; migration at record highs; rental crisis deepens,,62.0,450.0,9977.0
AU-000270,Domain,76 Park Road,toowoomba,Queensland,4350,Toowoomba,Regional QLD,130.0,-33.606952,,house ,4.0,1,3,1.0,692.0 sqm,,1940.0,0,,"$432,000",432000,"Jan 04, 2021",,17,Open Saturday,Ray White,Ray White,02 1229 8187,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,430000.0,,,990.0
AU-005053,domain.com.au,96 Queen Road,BRIGHTON,Vic,3186,Bayside,Southern Metropolitan,12.0,-38.462259,145.240296,h,3,1,2,,234,116.0,1066.0,N,1,"$2,408,000",2408000,03-04-2022,private sale,35,By appointment,Buxton,Buxton,03 6406 3650,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,2432000.0,62.0,1720.0,6565.0
AU-005645,domain.com.au,113 Main Road,Sunnybank,Qld,4109,Brisbane,Brisbane Outer,14.0,-33.549497,151.150525,Unit/Duplex,6,1,1,2.0,283 square metres,,1994.0,0,True,"$551,000",551000,02 June 2022,Auction,45,,Woodards,woodards,02 3513 4102,0.85,Falling,RBA hikes 50bp to 0.85%; Sydney -1.0% in month; Melbourne -0.7%; panic sets in,,,350.0,9573.0
AU-000497,Domain ,,Toorak,Victoria,3664,Stonnington,Inner East,6.0,,145.311463,h,5,1,,,0.1853 ha,223.0,,false,Yes,POA,3408000,"Feb 18, 2021",eoi,29,Open Saturday,Woodards,Woodards,03 7927 5861,0.1,Strong,Prices accelerating; HomeBuilder deadline rush; CoreLogic records +2.1% monthly,,75.0,2470.0,10093.0
AU-001572,?,,PRAHRAN,victoria,3181,Stonnington,Inner South,4.5,,144.782501,Townhouse,4,,3,2.0,423.0,453.0,1966.0,no,True,"$1,177,000",1177000, ,auction,,,Buxton,Buxton,Unknown,0.1,FOMO,,,76.0,,1503.0
AU-004396,Agent Website,141 Jones Court, Glen Waverley,Vic,3150,Monash,Eastern Metropolitan,22.0,-38.331392,145.043973,townhouse,1 BR,1,0,,630m2,,2015.0,,False,Contact Agent,600000,2022/02/23,Auction,,Open Saturday,Kay & Burton,Kay & Burton,,0.1,Cooling,Rate hike expectations building; APRA buffer at 3%; early signs of softening,1136000.0,70.0,540.0,12004.0
AU-000621,realestate.com.au,132 Jones Avenue,Collingwood,vic.,3066,Yarra,Inner Melbourne,2.8 km,,144.768018,Unit,1,1,N/A,2.0,1904,,,True,true,"$402,000",402000,20 February 2021,PS,31,By appointment,Buxton,Buxton,03 3507 8923,0.1,Strong,,1038000.0,,230.0,2850.0
AU-001701,Agent Website,108 Railway St,frankston,Victoria,2877,Frankston,Southern Metropolitan,40.0,-38.339267,,Semi-Detached,3,1,1,1.0,678,235sqm,,False,true,Contact Agent, ,13 May 2021,PS,37,,,PRD,03 1205 6463,0.1,FOMO,Prices +8% YTD; APRA warns on lending; short lockdowns in VIC/QLD,615000.0,76.0,220.0,14024.0
AU-008168,REA,35 Main Court,Craigieburn ,Victoria,03064,Hume,,,-38.270304,144.560035,h,3,1,1,,213,403.0,2022.0,N,Yes,$0.40M,404000,20 April 2023,AUC,35,,MARSHALL WHITE,marshall white,03 7491 8821,3.85,Recovering,Perth +3% in April; Brisbane strong; Melbourne lagging other capitals,,65.0,,
AU-010660,Agent Website,148 Smith Ave,south yarra,V.I.C,3141,Stonnington,Inner South,3.5,-38.414853,144.74835,Hse,5,,2,,618,,,no,1,1373000,1373000,20-12-2023,PS,35,,RT Edgar,RT Edgar,03 3818 5479,4.35,Cautious,Year closes +8.1% nationally; below 2021 but well above 2022 trough,1481000.0,66.0,,977.0
AU-008600,realestate.com.au,128 Smith St, Surry Hills,nsw.,2010,Sydney,Inner Sydney,,-33.87663,151.287219,semi,1,1,2,2.0,,381sqm,1931.0,No,True,"$753,000",753000,2023-05-23,S,35,,First National,First National,02 3943 3330,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,1380000.0,69.5,650.0,3485.0
AU-008738,realestate.com.au,40 Park Rd,Pakenham,Victoria,3810,Cardinia,Eastern Metropolitan,55.0,-38.39382,144.982701,h,,2,2,2.0,486.0,380.0,1977.0,no,,"$457,000",NA,Jun-23,S,30,By appointment,Kay & Burton,Kay & Burton,03 8516 5921,4.1,Resilient,Surprise RBA hike to 4.10%; prices still rising on supply shortage,547000.0,64.0,290.0,12004.0
AU-002394,Domain,90 Brown Pde,Chatswood,nsw,3887,Willoughby,Inner Sydney,10.0,,150.814771,UNIT,4 BR,2,3 car,2.0,1355,202.0,1944.0,no,True,"Offers Over $1,200,000",1237000,2021/07/27,Private Sale,41,,Biggin & Scott,Biggin & Scott,02 9209 2138,0.1,Mixed,Melbourne lockdown #5; Sydney Delta lockdown begins; auction volumes drop,2296000.0,74.3,880.0,
AU-001334,Domain,26 Church Avenue,Toowoomba,qld,04350,Toowoomba,Regional QLD,130.0,-33.959158,151.16856,t,1,1,2 car,1.0,984m2,317.0,2001.0,No,True,"$212,000",212000,2021-04-24,,34,Inspect Sat/Sun,Stockdale & Leggo,Stockdale & Leggo,02 1122 1116,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,467000.0,82.3,190.0,5647.0
AU-007664, REA,68 Park Pl,Footscray,Vic,3011,MARIBYRNONG,,6.0,,145.050222,house,2,1,0 car,1.0,,,,no,0,"$431,000",431000,"Feb 19, 2023",S,31,Open Saturday,Barry Plant,Barry Plant,03 1426 9892,3.35,Stabilising,RBA hikes 25bp; but prices begin recovering against expectations,713000.0,,,3036.0
AU-005149,REA,148 Queen Road,Northcote,,3070,Darebin,Northern Metropolitan,6.5,-38.492526,144.617516,vacant land,0 bed,0,,0.0,33521,nansqm,,False,Yes,$0.20M,195000,10-04-2022,Private Treaty,43,By appointment,Jellis Craig,Jellis Craig,03 8505 9487,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,1007000.0,62.0,,3207.0
AU-008593,Domain,107 Queen Road,Ballarat,VIC,3350,City of Ballarat,Regional VIC,115.0,,145.368713,Residential House,2,1,3,2.0,1497.0,489.0,1917.0,,,"$359,000",-,22 May 2023,Private Sale,26,By appointment,Nelson Alexander,Nelson Alexander,03 5103 4605,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,399000.0,,210.0,7495.0
AU-001466,Domain,135 King Road,collingwood,Vic,3066,Yarra,Inner Melbourne,2.8,-37.67342,,UNIT ,4,N/A,0,,1642,,1926.0,,0,"$688,000",688000,,Private Treaty,,,Fletchers,Fletchers,03 5807 9552,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,1087000.0,,640.0,1599.0
AU-005074, REA,43 Oak Place,Brunswick,Vic,3056,Moreland,Northern Metropolitan,5.5,-38.394594,145.451967,House/Cottage,6,2,1,2.0,,386.0,2005.0,0,Yes,"$1,287,000",1287000,2022-04-19,Private Sale,,Open Saturday,LJ Hooker,LJ Hooker,03 1400 1799,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,1007000.0,62.0,,3856.0
AU-009178,REA,17 Church Pl,Sunbury,vic,3429,Hume,Northern Metropolitan,40.0,-38.206819,144.749933,UNIT,3 BR,1,n/a,1.0,1140,337sqm,2022.0,0,true,POA,321000,15 July 2023,Private Treaty,49,By appointment,Buxton,Buxton,03 5604 4654,4.1,Resilient,CoreLogic: +5% nationally in 2023 so far; Perth +12%; Brisbane +9%,531000.0,65.0,,12754.0
AU-010194,Agent Website,109 King Road,Richmond,V.I.C,3121,Yarra,,3.0,,144.939748,house,6,3 bath,2,3.0,953 square metres,165.0,1981.0,0,,"$1,716,000",1716000,25/10/2023,private sale,34,Open Saturday,Barry Plant,Barry Plant,03 4037 7041,4.1,Steady,Market holding; listing volumes rising in Sydney/Melbourne,1324000.0,,1280.0,9681.0
AU-008480,Agent Website,132 Victoria Ave,craigieburn,VIC,3064,Hume,Northern Metropolitan,26.0,-38.301705,144.726451,Town House,five,2,0,3.0,403,,1979.0,No,,"$478,000",478000,22-05-2023,A,,,Noel Jones,Noel Jones,03 7278 2865,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,,,440.0,9576.0
AU-005892,REA,105 Queen Ave,EPPING,V.I.C,3076,Whittlesea,Northern Metropolitan,22.0,-38.03176,145.319208,Townhouse,4,2,0,2.0,,368.0,,,false,399000,,13/07/22,S,,,Barry Plant,Barry Plant,,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,628000.0,46.0,,6651.0
AU-010731, REA,185 Queen Road,brunswick,V.I.C,03056,Moreland,Northern Metropolitan,5.5,-37.999983,145.025286,h,3,1,,1.0,0.191ha,,,False,,"$1,322,000",1322000,27/12/2023,Auction,41,,Kay & Burton,Kay & Burton,03 6865 9265,4.35,Cautious,Year closes +8.1% nationally; below 2021 but well above 2022 trough,920000.0,66.0,1020.0,11228.0
AU-006454,realestate.com.au,71 Railway Ct,epping,Vic,3076,Whittlesea,Northern Metropolitan,22.0,-38.169114,145.28813,Residential House,6,1,2,2.0,836.0 sqm,360.0,1970.0,Y,1,"$12,595,570.33",12595570.328446886,14/09/2022,PS,,,Raine & Horne,Raine & Horne,03 8117 8460,2.35,Distressed,RBA hikes 50bp to 2.35%; affordability at historic lows; sentiment very negative,597000.0,,,10197.0
AU-008080, REA,156 Jones Rd,Ipswich,Q'land,3079,,South-East QLD,40.0,,151.139386,Residential House,,1,0,1.0,215,,2010.0,no,False,722000,722000,2023/03/17,Private Sale,34,,Marshall White,Marshall White,02 4681 3130,3.6,Recovering,Prices tick up nationally; migration at record highs; rental crisis deepens,439000.0,67.3,660.0,3319.0
AU-004024,realestate.com.au,197 King Road,RINGWOOD,Victoria,3134,Maroondah,Eastern Metropolitan,24.0,-38.483955,144.91733,Semi-Detached,5,2,1,2.0,853,,,,Yes,"$892,000",892000,12/12/2021,private sale,,,Fletchers,Fletchers,,0.1,Strong,Year closes near peak; Omicron emerges but market shrugs it off,916000.0,74.0,,2201.0
AU-003773,realestate.com.au,90 High Pl,Richmond,V.I.C,3121,YARRA,Inner Melbourne,3.0,,144.841212,house,2,2,2,3.0,1458,220.0,,,Y,"$1,255,000",1255000,03/12/2021,PI,19,,Woodards,Woodards,03 2042 2710,0.1,Strong,,1488000.0,,1100.0,
AU-010542,REA,54 Brown Avenue,Brighton,vic.,3186,,Southern Metropolitan,12.0,-38.426422,145.420543,Hse,3,2,2,3.0,,,,N,Yes,"$2,485,000",2485000,01/11/2023,A,25,,Fletchers,Fletchers,,4.35,Cautious,RBA final hike to 4.35%; clearance dips on rate shock; sentiment softens,2218000.0,62.0,,6442.0
AU-010346,Domain ,193 Queen Cres,Penrith,nsw,2750,Penrith,Western Sydney,52.0,-33.691565,151.401863,Residential House,6 bed,2,3,2.0,0.0595 ha,249.0,2017.0,,Yes,"$897,000",897000,2023/11/17,,38,Inspect Sat/Sun,PRD,PRD,,4.35,Cautious,RBA final hike to 4.35%; clearance dips on rate shock; sentiment softens,718000.0,,,9165.0
AU-006132,Domain,60 High St,Blacktown,NSW,2148,Blacktown,Western Sydney,33.0,-33.696144,151.114444,flat,6,2,0,,526,,1952.0,false,,"$521,000",521000,2022-08-29,auction,55,,Buxton,Buxton,02 9900 6075,1.85,Distressed,RBA hikes 50bp to 1.85%; borrowing capacity down 25%; forced sales rising,749000.0,46.9,390.0,12678.0
AU-000979, REA,82 Victoria Street,Craigieburn,Vic,3064,HUME,Northern Metropolitan,26.0,,144.632836,HOUSE,1,1 bath,2,,1266m2,325.0,1966.0,N,Y,"$370,000",,"Mar 29, 2021",PS,,Inspect Sat/Sun,Woodards,Woodards,03 3333 8074,0.1,FOMO,Strongest monthly growth in 32 years; buyers waiving conditions,569000.0,,200.0,2014.0
AU-002687,REA,10 Station St,Hawthorn,Victoria,3122,,Inner East,6.5,-37.518391,,house ,6,1,2,,0.1538 ha,307.0,2005.0,,yes,"$1,991,000",1991000,30-08-2021,PS,35,By private appointment - lockdown restrictions apply,Biggin & Scott,Biggin & Scott,03 1772 2579,0.1,Anxious,Sydney 100-day lockdown peak; Melbourne lockdown #6; nationwide uncertainty,1848000.0,55.0,1370.0,
AU-010169,Agent Website,,Werribee,Vic,3030,Wyndham,Western Metropolitan,30.0,-37.696316,,APT,3,1,0,,1180.0,230.0,,No,no,"$272,000",,01/10/23,Passed In,39,,Raine & Horne,Raine & Horne,03 4233 2662,4.1,Steady,Market holding; listing volumes rising in Sydney/Melbourne,508000.0,63.0,260.0,
AU-006682, REA,172 High Ct,Brunswick,V.I.C,03056,Moreland,Northern Metropolitan,,,145.248339,House,1 bed,NA,3,,708,149.0,1988.0,no,Yes,"$701,000",701000,2022/10/11,AUC,36,,Ray White,Ray White,03 8869 9739,2.6,Weak,RBA slows to 25bp hikes; prices still falling but pace eases,880000.0,,430.0,12916.0
AU-001387,domain.com.au,47 Park Ave,camberwell,Victoria,3124,Boroondara,,9.5,-38.061315,144.515744,Residential House,4,3,1,,0.1053 ha,,1956.0,False,,"$1,508,000",1508000,26 April 2021,auction,35,,First National,First National,03 1699 3763,0.1,FOMO,Melbourne median hits $900k+; regional prices up 15%+; investor surge,1702000.0,,,12700.0
AU-005226,domain.com.au,30 Station Ct,Hawthorn,,3122,,,6.5,,,HOUSE,6,1,0,1.0,1425 square metres,487.0,2017.0,,no,"$2,658,000",2658000,Apr-22,Passed In,35,By appointment,LJ Hooker,LJ Hooker,03 8922 9459,0.1,Cautious,Sydney -0.4% in April; Melbourne softening; first rate hike imminent,,62.0,,
AU-010374,realestate.com.au,48 Park Drive,DANDENONG,vic,3175,Greater Dandenong,,30.0,-37.58179,,flat,2,NA,0,2.0,0.0823 ha,434.0,1941.0,,No,$286k,286000,Nov-23,S,N/A,Inspect Sat/Sun,RT Edgar,RT Edgar,,4.35,Cautious,RBA final hike to 4.35%; clearance dips on rate shock; sentiment softens,570000.0,62.0,200.0,3344.0
AU-007214,domain.com.au,44 Oak Drive,sunshine,Vic,3020,Brimbank,Western Metropolitan,12.5,-37.716402,145.446121,UNIT,two,1,2,1.0,430,,1954.0,,yes,"$381,000",381000,"Dec 15, 2022",A,42,Open Saturday,Century 21,Century 21,03 4069 8324,3.1,Cautious,RBA signals slower pace; year closes with prices well off 2021 peak,583000.0,52.0,,11274.0
AU-008759,realestate.com.au,42 Church Drive,Bondi,nsw,02026,Waverley,,7.0,-33.968431,151.41112,t,3,2,2,2.0,955,403.0,2013.0,yes,Yes,$1.29M,,30 June 2023,,,,Biggin & Scott,Biggin & Scott,02 1191 6189,4.1,Resilient,Surprise RBA hike to 4.10%; prices still rising on supply shortage,2270000.0,68.4,790.0,4740.0
AU-007962,domain.com.au,145 King Ave,Fitzroy,vic,3065,,Inner Melbourne,2.5,-38.063415,145.320733,house ,,1,0,1.0,889.0 sqm,133.0,1972.0,0,no,Contact Agent,,2023/03/29,A,16,,McGrath,McGrath,03 4992 8909,3.6,Recovering,,1098000.0,62.0,,
AU-002794,REA,84 Station Ct,Parramatta ,nsw,2150,Parramatta,Western Sydney,23.0,-33.69897,150.62255,APT, ,1,2,2.0,0.051ha,375.0,,No,,"$376,000",376000,06/09/2021,AUC,,,PRD,PRD,02 9627 8207,0.1,Recovering,NSW roadmap out of lockdown announced; confidence begins recovering,953000.0,80.6,240.0,2278.0
AU-010657,Agent Website,95 Railway St,Dandenong,victoria,3175,Greater Dandenong,Eastern Metropolitan,30.0 km,,144.572513,HOUSE,4,3,1,4.0,743,340.0,1994.0,N,1,"$464,000",464000,2023-12-26,private sale,32,By appointment,Woodards,Woodards,,4.35,Cautious,Year closes +8.1% nationally; below 2021 but well above 2022 trough,571000.0,66.0,390.0,
AU-008688,realestate.com.au,42 Oak Street,prahran,V.I.C,3181,Stonnington,Inner South,4.5,-38.155005,145.472135,House,6 bed,1,3,2.0,1802,152.0,2003.0,False,Yes,"$1,258,000",?,29/05/23,Expression of Interest,39,,Marshall White,Marshall White,,3.85,Improving,RBA pauses; market reads it as peak; buyer confidence returns,1073000.0,66.0,850.0,13400.0
AU-009746,domain.com.au,28 Church Pl,Fitzroy,victoria,3065,Yarra,Inner Melbourne,,-38.31809,145.356539,u,,2,0,2.0,554.0 sqm,372.0,1952.0,False,False,$546k,546000,"Sep 12, 2023",Private Sale,25,,Stockdale & Leggo,Stockdale & Leggo,03 2848 5733,4.1,Resilient,Labor announces Help to Buy scheme; overseas migration at record 500k,1162000.0,64.0,380.0,3439.0
AU-003452,Agent Website,31 Church Dr,Richmond,Vic,3121,Yarra,Inner Melbourne,3.0,,145.360956,Apartment,5,2,1,2.0,,384.0,1923.0,,true,"$903,000",903000,28/11/2021,S,40,,,Jellis Craig,03 5192 3373,0.1,FOMO,"Melbourne median hits record $1,094k; Sydney above $1.3M; national +24.5% YoY",1481000.0,76.0,850.0,9157.0
AU-010038,Domain ,35 Queen Cres,Frankston,V.I.C,3199,,Southern Metropolitan,40.0,-37.965917,145.011587,vacant land,NA,0 bath,1,0.0,658.0 sqm,,,no,,"$182,000",182000,05 October 2023,Private Treaty,72,,Barry Plant,Barry Plant,03 9472 6111,4.1,Steady,,582000.0,,,1381.0
AU-005876, REA,,Footscray,Victoria,3011,Maribyrnong,Western Metropolitan,6.0,-37.580495,144.794755,House,6,3 bath,0,4.0,,72.0,1947.0,False,no,842000,842000,13 Jul 2022,A,50,Open Saturday,,Jellis Craig,03 5405 9705,1.35,Falling,RBA hikes 50bp to 1.35%; prices falling across all capitals; listings rise,,46.0,,
AU-003066,domain.com.au,24 Main Street,Box Hill,vic,3128,Whitehorse,Eastern Metropolitan,,-37.923901,144.889485,h,,,0,1.0,0.0164 ha,188.0,1900.0,0,False,816000,816000,28-10-2021,S,19,Post-lockdown release – inspect Saturday,LJ Hooker,LJ Hooker,03 6846 3494,0.1,Strong,Melbourne 262-day lockdown ends; explosive post-lockdown release; record auctions,1163000.0,72.0,770.0,8895.0
AU-008077,Agent Website,,Frankston,vic,3199,Frankston,Southern Metropolitan,40.0,-37.665432,,Flat,5,2,2 car,2.0,1229,343sqm,2005.0,,True,"$385,000",385000,25 March 2023,private sale,46,By appointment,Century 21,Century 21,03 7150 2834,3.6,Recovering,,549000.0,,330.0,7357.0
AU-002822,realestate.com.au,120 Railway St,Doncaster,Victoria,3108,,Eastern Metropolitan,14.5,,145.409883,TOWNHOUSE,four,1,1,2.0,1487,,1924.0,0,,"$827,000.00",827000,"Sep 15, 2021",Private Sale,none,By private appointment - lockdown restrictions apply,Noel Jones,Noel Jones,03 2952 1294,0.1,Recovering,NSW roadmap out of lockdown announced; confidence begins recovering,1220000.0,,770.0,
AU-006687, REA,82 High Cres,Sunnybank,Queensland,,Brisbane,Brisbane Outer,14.0,-33.664868,151.031223,House,3,2,2,2.0,1796,,1970.0,false,True,"$741,000",741000,Oct-22,EOI,-,,Noel Jones,Noel Jones,02 6470 3879,2.6,Weak,RBA slows to 25bp hikes; prices still falling but pace eases,688000.0,51.2,,9171.0
AU-001367,Domain ,87 Main Dr,Pakenham,V.I.C,3810,Cardinia,Eastern Metropolitan,,-38.234035,,House/Cottage,4.0,1,1,1.0,1516,,1946.0,N,,547000,547000,20/04/2021,private sale,,,Biggin & Scott,Biggin & Scott,03 7132 6212,0.1,FOMO,,582000.0,77.0,520.0,
AU-004131,Domain,69 Queen Parade,Craigieburn,Vic,3064,Hume,Northern Metropolitan,26.0,,145.259868,u,,2,3,2.0,1922m2,,1985.0,,yes,"$262,000",262000,07-01-2022,AUC,40,By appointment,Kay & Burton,Kay & Burton,03 8169 2624,0.1,Ebullient,Market still hot; RBA signals no early hikes; prices at or near peak,630000.0,,,2943.0
AU-000328,domain.com.au,127 High Avenue,Paddington,Qld,04064,Brisbane,Brisbane Inner,3.5,-33.650221,150.688541,house,4,2,Unknown,,1472,,,0,,"$1,189,000",1189000,2021/01/21,S,34,By appointment,NOEL JONES,Noel Jones,02 1385 8464,0.1,Confident,Pandemic boom begins; ultra-low rates; FOMO sets in; supply tight,912000.0,,,11479.0
AU-006892, REA,123 Railway Cres,South Yarra,Vic,3141,Stonnington,Inner South,3.5,-38.47153,,Villa Unit,4,1,1,1.0,975.0 sqm,,1900.0,False,Yes,1173000,1173000,13-11-2022,,N/A,,,Buxton,03 3357 4185,2.85,Weak,National prices -6% from peak; Melbourne -7%; clearance slowly recovering,1397000.0,46.0,1040.0,6555.0
AU-002244,Domain,31 Jones Dr,Chatswood,nsw,2067,Willoughby,Inner Sydney,10.0,,,HOUSE,1,1,0,1.0,,,1950.0,False,no,"Offers Over $1,900,000",1900000,30 July 2021,auction,34,,Noel Jones,Noel Jones,02 7423 6898,0.1,Mixed,Melbourne lockdown #5; Sydney Delta lockdown begins; auction volumes drop,2296000.0,,,8217.0
